,0,1,2
20022,1623,18-01-2015,specialty chocolate
20023,3119,20-02-2015,newspapers
20024,1211,24-05-2015,salty snack
20025,4146,09-02-2015,pastry
20026,1753,26-02-2015,other vegetables
20027,4664,26-05-2015,frozen vegetables
20028,3827,03-11-2015,soft cheese
20029,1098,27-09-2015,bottled water
20030,4338,27-08-2015,ham
20031,3712,20-12-2015,jam
20032,1505,27-10-2015,other vegetables
20033,4478,02-08-2015,newspapers
20034,4150,23-08-2015,pastry
20035,1118,25-12-2015,butter
20036,2537,07-05-2015,oil
20037,1996,10-05-2015,root vegetables
20038,4267,13-09-2015,whipped/sour cream
20039,4424,16-10-2015,pork
20040,1948,06-05-2015,yogurt
20041,3495,01-02-2015,pork
20042,2327,18-03-2015,whipped/sour cream
20043,3356,12-01-2015,processed cheese
20044,3926,23-03-2015,other vegetables
20045,4105,03-12-2015,whole milk
20046,1884,05-08-2015,onions
20047,4799,09-02-2015,long life bakery product
20048,4915,18-09-2015,berries
20049,2643,01-12-2015,dessert
20050,3927,03-09-2015,frozen meals
20051,2410,18-11-2015,butter
20052,1855,28-04-2015,frozen vegetables
20053,1245,02-03-2015,rolls/buns
20054,3138,19-04-2015,hard cheese
20055,1178,19-04-2015,pork
20056,1870,05-09-2015,soda
20057,4660,10-07-2015,root vegetables
20058,3241,09-08-2015,whole milk
20059,4661,18-04-2015,onions
20060,2407,10-03-2015,frozen vegetables
20061,2440,19-06-2015,liquor
20062,4634,15-05-2015,pork
20063,4112,14-02-2015,specialty chocolate
20064,2428,21-08-2015,butter
20065,3604,14-03-2015,sugar
20066,3671,03-08-2015,oil
20067,2880,19-06-2015,whole milk
20068,3946,19-06-2015,citrus fruit
20069,4495,20-06-2015,whipped/sour cream
20070,3355,02-12-2015,other vegetables
20071,3959,27-05-2015,sliced cheese
20072,1583,23-11-2015,sugar
20073,3998,28-03-2015,other vegetables
20074,4509,29-11-2015,yogurt
20075,1008,03-10-2015,liver loaf
20076,4894,23-12-2015,onions
20077,4252,10-04-2015,butter
20078,3428,16-03-2015,cake bar
20079,1988,08-09-2015,other vegetables
20080,4662,19-10-2015,other vegetables
20081,3165,27-11-2015,liquor
20082,1920,16-02-2015,specialty fat
20083,4157,04-01-2015,other vegetables
20084,1945,30-04-2015,hamburger meat
20085,4104,27-07-2015,whole milk
20086,2865,14-05-2015,other vegetables
20087,4788,28-04-2015,yogurt
20088,1903,25-01-2015,other vegetables
20089,3578,16-05-2015,root vegetables
20090,2238,06-12-2015,yogurt
20091,3671,11-10-2015,bottled beer
20092,3088,03-12-2015,canned fish
20093,1832,17-04-2015,specialty chocolate
20094,4785,13-09-2015,fruit/vegetable juice
20095,1322,19-10-2015,specialty bar
20096,4439,18-03-2015,turkey
20097,1698,26-06-2015,pork
20098,3558,25-04-2015,soda
20099,3026,01-01-2015,soda
20100,1127,15-10-2015,pastry
20101,4153,05-02-2015,liquor
20102,4258,22-04-2015,fruit/vegetable juice
20103,2582,14-11-2015,root vegetables
20104,1466,01-12-2015,mayonnaise
20105,4185,16-01-2015,coffee
20106,1889,09-02-2015,berries
20107,3396,14-05-2015,soda
20108,3412,26-01-2015,waffles
20109,3321,13-07-2015,yogurt
20110,3484,21-11-2015,semi-finished bread
20111,1937,17-10-2015,newspapers
20112,2101,20-12-2015,onions
20113,4006,18-12-2015,whipped/sour cream
20114,3732,18-07-2015,white wine
20115,1276,28-04-2015,rolls/buns
20116,4916,01-03-2015,brown bread
20117,2040,06-04-2015,chocolate
20118,2255,01-05-2015,whole milk
20119,1239,25-07-2015,bottled beer
20120,4992,20-06-2015,pip fruit
20121,3225,12-06-2015,whole milk
20122,2421,21-11-2015,whole milk
20123,3303,25-01-2015,butter
20124,3455,13-09-2015,pastry
20125,1484,07-10-2015,white wine
20126,3591,11-05-2015,butter
20127,2487,27-03-2015,canned beer
20128,1380,20-04-2015,cake bar
20129,2786,25-03-2015,butter
20130,1885,27-05-2015,waffles
20131,1295,28-01-2015,bottled water
20132,2184,23-01-2015,other vegetables
20133,4054,06-05-2015,whole milk
20134,3972,08-06-2015,bottled water
20135,1216,19-06-2015,brown bread
20136,1347,31-07-2015,other vegetables
20137,4190,04-04-2015,newspapers
20138,3264,05-04-2015,whole milk
20139,2942,01-02-2015,waffles
20140,2932,22-01-2015,butter
20141,4049,01-08-2015,curd
20142,1954,06-08-2015,whole milk
20143,2321,16-06-2015,rolls/buns
20144,2930,23-03-2015,oil
20145,3214,27-03-2015,UHT-milk
20146,4877,20-06-2015,UHT-milk
20147,1277,07-06-2015,whole milk
20148,2239,13-12-2015,fruit/vegetable juice
20149,4929,26-03-2015,butter
20150,1390,02-03-2015,whole milk
20151,1870,09-09-2015,other vegetables
20152,3405,03-04-2015,brown bread
20153,2338,08-12-2015,curd
20154,2051,11-09-2015,newspapers
20155,3504,06-07-2015,hamburger meat
20156,3405,13-04-2015,pip fruit
20157,2512,02-09-2015,baking powder
20158,4038,06-11-2015,white bread
20159,1759,26-09-2015,pork
20160,2813,01-10-2015,yogurt
20161,3055,18-08-2015,hamburger meat
20162,1733,18-03-2015,root vegetables
20163,1913,18-08-2015,pork
20164,4864,27-03-2015,whole milk
20165,4812,27-05-2015,liquor
20166,3042,05-10-2015,other vegetables
20167,4988,04-10-2015,other vegetables
20168,4486,21-07-2015,soft cheese
20169,4069,03-05-2015,other vegetables
20170,4600,14-07-2015,domestic eggs
20171,3588,05-05-2015,roll products 
20172,4175,29-01-2015,grapes
20173,2599,30-07-2015,cream cheese 
20174,4671,15-07-2015,coffee
20175,2270,09-06-2015,berries
20176,2494,05-05-2015,soft cheese
20177,1406,28-12-2015,curd
20178,3910,18-12-2015,other vegetables
20179,3358,21-02-2015,soda
20180,1943,14-01-2015,onions
20181,1995,12-06-2015,root vegetables
20182,4666,24-02-2015,beef
20183,1994,11-03-2015,pip fruit
20184,4892,09-01-2015,frozen vegetables
20185,3531,29-08-2015,white bread
20186,1148,15-04-2015,shopping bags
20187,1787,31-10-2015,other vegetables
20188,4215,31-05-2015,yogurt
20189,2158,01-08-2015,sliced cheese
20190,2510,29-09-2015,house keeping products
20191,3180,19-10-2015,condensed milk
20192,3207,08-08-2015,sweet spreads
20193,1226,12-11-2015,white bread
20194,1682,25-06-2015,shopping bags
20195,1509,04-11-2015,root vegetables
20196,2364,21-06-2015,yogurt
20197,4679,10-11-2015,tropical fruit
20198,4324,05-01-2015,tropical fruit
20199,3497,14-06-2015,whole milk
20200,1008,21-07-2015,root vegetables
20201,4572,29-10-2015,rolls/buns
20202,4030,04-07-2015,brown bread
20203,2422,12-08-2015,other vegetables
20204,2694,24-11-2015,pip fruit
20205,3481,03-08-2015,dishes
20206,3821,03-01-2015,herbs
20207,3752,20-08-2015,newspapers
20208,3262,08-12-2015,other vegetables
20209,1370,28-06-2015,whole milk
20210,1090,31-08-2015,dishes
20211,3862,18-11-2015,fruit/vegetable juice
20212,4495,08-04-2015,other vegetables
20213,2492,01-11-2015,soda
20214,4688,01-08-2015,other vegetables
20215,3633,14-07-2015,pastry
20216,3709,08-08-2015,herbs
20217,1220,09-02-2015,onions
20218,4236,25-11-2015,pip fruit
20219,3308,19-08-2015,newspapers
20220,1183,12-06-2015,butter
20221,1999,24-08-2015,tropical fruit
20222,4828,11-10-2015,root vegetables
20223,3608,12-10-2015,honey
20224,3983,09-09-2015,sweet spreads
20225,3460,24-07-2015,curd
20226,1703,21-02-2015,pork
20227,1969,23-07-2015,citrus fruit
20228,2646,03-06-2015,liver loaf
20229,1777,22-04-2015,whole milk
20230,4967,06-08-2015,whole milk
20231,4291,29-07-2015,citrus fruit
20232,2267,11-11-2015,brown bread
20233,3579,02-06-2015,rolls/buns
20234,3959,05-10-2015,domestic eggs
20235,2271,20-11-2015,root vegetables
20236,3621,09-04-2015,root vegetables
20237,3491,11-06-2015,root vegetables
20238,1542,28-04-2015,yogurt
20239,4098,09-01-2015,pip fruit
20240,4117,11-08-2015,citrus fruit
20241,3289,31-03-2015,tropical fruit
20242,1883,05-11-2015,whole milk
20243,3659,21-06-2015,brown bread
20244,1364,20-06-2015,ice cream
20245,3184,04-09-2015,whole milk
20246,3113,05-03-2015,domestic eggs
20247,1135,29-04-2015,other vegetables
20248,1394,14-02-2015,bottled water
20249,2381,13-01-2015,UHT-milk
20250,4110,28-11-2015,root vegetables
20251,4043,21-01-2015,other vegetables
20252,3491,06-06-2015,root vegetables
20253,2044,16-12-2015,semi-finished bread
20254,4191,28-04-2015,chicken
20255,1312,18-05-2015,oil
20256,2191,10-11-2015,misc. beverages
20257,1032,23-08-2015,root vegetables
20258,3790,28-10-2015,coffee
20259,3588,19-08-2015,other vegetables
20260,4598,18-03-2015,brown bread
20261,3394,15-06-2015,grapes
20262,2202,24-06-2015,root vegetables
20263,2431,18-07-2015,shopping bags
20264,4207,17-03-2015,rolls/buns
20265,2580,24-10-2015,yogurt
20266,4825,09-06-2015,whipped/sour cream
20267,4368,12-10-2015,cream cheese 
20268,4852,17-06-2015,pastry
20269,1595,20-06-2015,whole milk
20270,1678,14-09-2015,frozen dessert
20271,4667,07-05-2015,other vegetables
20272,2631,27-09-2015,root vegetables
20273,1623,01-03-2015,pastry
20274,1784,26-05-2015,other vegetables
20275,2379,19-09-2015,other vegetables
20276,4361,27-01-2015,rolls/buns
20277,3419,25-07-2015,pot plants
20278,1286,12-08-2015,soda
20279,1236,11-05-2015,cling film/bags
20280,3585,06-03-2015,frozen meals
20281,4773,09-11-2015,whipped/sour cream
20282,4114,05-04-2015,fruit/vegetable juice
20283,4700,16-03-2015,cream cheese 
20284,4120,01-12-2015,pip fruit
20285,3416,07-07-2015,frozen vegetables
20286,1038,02-04-2015,pip fruit
20287,3267,18-01-2015,yogurt
20288,3402,06-01-2015,other vegetables
20289,3013,21-08-2015,root vegetables
20290,4807,27-01-2015,UHT-milk
20291,2172,02-03-2015,sugar
20292,1388,03-04-2015,root vegetables
20293,3309,21-01-2015,other vegetables
20294,2194,05-06-2015,red/blush wine
20295,4603,21-01-2015,root vegetables
20296,1631,05-02-2015,mayonnaise
20297,2712,11-09-2015,soda
20298,2757,28-04-2015,condensed milk
20299,4761,08-09-2015,newspapers
20300,2688,22-11-2015,whole milk
20301,2458,23-08-2015,pip fruit
20302,4087,26-08-2015,butter
20303,4677,15-10-2015,rolls/buns
20304,3250,12-04-2015,whole milk
20305,3488,19-08-2015,bottled beer
20306,1679,24-06-2015,frozen vegetables
20307,4820,23-07-2015,domestic eggs
20308,2079,16-05-2015,whole milk
20309,2460,27-10-2015,rolls/buns
20310,4286,06-06-2015,citrus fruit
20311,3050,10-08-2015,chocolate
20312,2888,05-09-2015,soda
20313,2376,28-05-2015,whole milk
20314,4748,23-03-2015,newspapers
20315,2311,06-06-2015,other vegetables
20316,4765,05-07-2015,zwieback
20317,4199,04-08-2015,candles
20318,2592,20-03-2015,yogurt
20319,1403,15-05-2015,whipped/sour cream
20320,4031,03-01-2015,other vegetables
20321,1416,04-03-2015,yogurt
20322,4022,24-04-2015,herbs
20323,3674,22-03-2015,other vegetables
20324,3430,16-04-2015,candy
20325,1113,29-03-2015,pudding powder
20326,4178,22-01-2015,fruit/vegetable juice
20327,4037,09-05-2015,frozen dessert
20328,3917,13-09-2015,shopping bags
20329,4658,14-07-2015,pastry
20330,1408,23-07-2015,whole milk
20331,4940,17-04-2015,cream
20332,1639,10-10-2015,tropical fruit
20333,4139,26-11-2015,rolls/buns
20334,2799,17-06-2015,baking powder
20335,4041,16-10-2015,frozen potato products
20336,3508,07-02-2015,dishes
20337,1584,11-03-2015,cream cheese 
20338,4006,02-07-2015,newspapers
20339,4593,07-04-2015,pickled vegetables
20340,4875,22-08-2015,red/blush wine
20341,2534,09-08-2015,bottled water
20342,2413,13-12-2015,whole milk
20343,1909,10-01-2015,sliced cheese
20344,4367,15-11-2015,whole milk
20345,4240,28-10-2015,coffee
20346,1866,08-11-2015,pip fruit
20347,3905,19-06-2015,frozen meals
20348,4906,16-09-2015,butter milk
20349,4478,04-12-2015,bottled water
20350,2765,22-07-2015,waffles
20351,4178,13-11-2015,pastry
20352,4330,22-06-2015,whole milk
20353,1659,25-03-2015,other vegetables
20354,2406,24-10-2015,root vegetables
20355,3465,15-01-2015,frozen vegetables
20356,3178,22-10-2015,sugar
20357,2218,02-07-2015,whole milk
20358,3980,09-04-2015,citrus fruit
20359,2519,14-03-2015,yogurt
20360,2568,09-10-2015,pip fruit
20361,1130,15-01-2015,cream cheese 
20362,1231,20-05-2015,photo/film
20363,2654,22-09-2015,whole milk
20364,3913,21-03-2015,frozen meals
20365,3276,23-02-2015,whole milk
20366,4094,30-03-2015,soda
20367,3997,19-07-2015,mustard
20368,2313,18-02-2015,pastry
20369,2716,10-09-2015,rolls/buns
20370,3923,27-01-2015,butter
20371,4541,18-04-2015,hygiene articles
20372,4524,26-08-2015,coffee
20373,1750,08-02-2015,pastry
20374,1527,30-12-2015,whole milk
20375,1379,01-07-2015,pip fruit
20376,2380,09-10-2015,cookware
20377,3259,02-09-2015,oil
20378,3268,13-07-2015,whole milk
20379,3117,03-03-2015,brown bread
20380,1972,02-06-2015,pasta
20381,1154,06-04-2015,other vegetables
20382,2408,25-03-2015,curd
20383,2400,22-03-2015,tropical fruit
20384,1286,08-03-2015,dessert
20385,3505,21-07-2015,other vegetables
20386,4503,19-12-2015,whipped/sour cream
20387,4292,27-03-2015,bottled water
20388,4906,30-09-2015,citrus fruit
20389,2745,08-04-2015,rolls/buns
20390,4682,17-05-2015,other vegetables
20391,2553,01-02-2015,tropical fruit
20392,3985,18-02-2015,canned beer
20393,2741,28-09-2015,bottled beer
20394,2642,01-04-2015,beverages
20395,1873,14-02-2015,pastry
20396,3738,15-07-2015,rolls/buns
20397,2042,17-11-2015,root vegetables
20398,4669,27-05-2015,other vegetables
20399,2045,16-08-2015,sweet spreads
20400,3450,03-10-2015,tropical fruit
20401,2225,12-03-2015,whole milk
20402,2290,10-09-2015,pip fruit
20403,4494,02-11-2015,tropical fruit
20404,3539,24-01-2015,bottled beer
20405,1002,26-04-2015,sugar
20406,3222,05-08-2015,sliced cheese
20407,1711,22-11-2015,yogurt
20408,2436,24-11-2015,whole milk
20409,2888,20-12-2015,other vegetables
20410,4665,26-02-2015,whole milk
20411,2977,03-01-2015,UHT-milk
20412,3052,04-07-2015,rolls/buns
20413,4943,28-07-2015,soda
20414,1323,03-11-2015,whole milk
20415,1604,04-11-2015,rum
20416,2794,12-09-2015,specialty chocolate
20417,2253,21-07-2015,white bread
20418,2873,03-09-2015,whipped/sour cream
20419,2707,22-06-2015,newspapers
20420,2718,25-01-2015,chewing gum
20421,3711,08-07-2015,berries
20422,2960,17-02-2015,pastry
20423,1702,14-01-2015,bottled beer
20424,4347,07-03-2015,root vegetables
20425,2913,04-07-2015,ready soups
20426,3893,15-04-2015,whole milk
20427,1950,23-10-2015,frozen vegetables
20428,3205,20-03-2015,detergent
20429,1943,24-03-2015,liquor
20430,3604,18-05-2015,cat food
20431,2048,16-12-2015,sugar
20432,2176,08-08-2015,onions
20433,2659,15-06-2015,yogurt
20434,3841,01-02-2015,other vegetables
20435,1077,12-09-2015,soda
20436,2403,28-11-2015,chewing gum
20437,3324,24-08-2015,rolls/buns
20438,4976,11-07-2015,pastry
20439,3894,06-11-2015,other vegetables
20440,3718,18-10-2015,rolls/buns
20441,3652,18-09-2015,whole milk
20442,4867,03-01-2015,salty snack
20443,1845,28-05-2015,rolls/buns
20444,2233,28-08-2015,chocolate
20445,1958,03-07-2015,cream cheese 
20446,1535,14-01-2015,soda
20447,2187,16-08-2015,sugar
20448,4557,19-10-2015,packaged fruit/vegetables
20449,1482,21-02-2015,cake bar
20450,4614,07-06-2015,butter
20451,1341,16-09-2015,fruit/vegetable juice
20452,4768,13-03-2015,yogurt
20453,3683,04-12-2015,frozen meals
20454,3471,29-05-2015,liquor
20455,4698,25-10-2015,newspapers
20456,4134,28-11-2015,dessert
20457,1357,28-07-2015,brown bread
20458,2617,22-05-2015,dessert
20459,2834,26-12-2015,cream cheese 
20460,1921,25-10-2015,bottled water
20461,1248,25-08-2015,curd
20462,3945,04-10-2015,onions
20463,2265,29-07-2015,chewing gum
20464,1046,18-06-2015,pastry
20465,1484,24-02-2015,whole milk
20466,3355,18-10-2015,brown bread
20467,4563,16-05-2015,whole milk
20468,4255,15-08-2015,dishes
20469,3741,21-11-2015,other vegetables
20470,2990,12-08-2015,specialty bar
20471,1655,20-11-2015,whole milk
20472,1878,22-02-2015,yogurt
20473,3877,11-01-2015,whipped/sour cream
20474,3370,12-11-2015,sugar
20475,3084,19-04-2015,salt
20476,1472,06-07-2015,whole milk
20477,3160,22-01-2015,yogurt
20478,1854,26-07-2015,newspapers
20479,4113,19-07-2015,bottled beer
20480,1551,11-08-2015,syrup
20481,3195,30-01-2015,yogurt
20482,1170,01-12-2015,pip fruit
20483,2653,07-12-2015,spread cheese
20484,3494,04-07-2015,fruit/vegetable juice
20485,4787,25-05-2015,cat food
20486,2008,21-10-2015,soda
20487,3692,20-02-2015,coffee
20488,1016,23-04-2015,pip fruit
20489,4667,23-02-2015,rolls/buns
20490,4191,10-05-2015,long life bakery product
20491,2015,12-05-2015,rum
20492,3002,19-02-2015,snack products
20493,4068,10-01-2015,yogurt
20494,4432,25-09-2015,coffee
20495,3406,17-05-2015,sliced cheese
20496,1844,10-02-2015,grapes
20497,4793,24-02-2015,specialty chocolate
20498,3363,18-05-2015,baking powder
20499,2160,06-10-2015,dishes
20500,1448,19-03-2015,liquor
20501,1346,08-05-2015,domestic eggs
20502,3863,13-06-2015,pet care
20503,4611,08-03-2015,cooking chocolate
20504,1368,15-07-2015,soft cheese
20505,1808,04-02-2015,semi-finished bread
20506,4589,08-12-2015,beverages
20507,2814,21-10-2015,dish cleaner
20508,4848,23-06-2015,mustard
20509,3454,17-12-2015,other vegetables
20510,1118,27-07-2015,yogurt
20511,1863,11-02-2015,beverages
20512,3154,05-01-2015,shopping bags
20513,3251,26-12-2015,rolls/buns
20514,4964,30-11-2015,domestic eggs
20515,4537,20-12-2015,whipped/sour cream
20516,2063,27-11-2015,herbs
20517,4873,27-04-2015,hard cheese
20518,1841,10-05-2015,margarine
20519,4420,25-02-2015,red/blush wine
20520,3593,27-08-2015,coffee
20521,4123,14-12-2015,hair spray
20522,4571,05-04-2015,napkins
20523,4503,26-11-2015,coffee
20524,4526,18-01-2015,whipped/sour cream
20525,2241,18-10-2015,frozen meals
20526,3694,17-12-2015,rolls/buns
20527,4988,20-12-2015,long life bakery product
20528,4327,26-04-2015,jam
20529,2061,15-12-2015,sparkling wine
20530,3345,30-09-2015,whole milk
20531,1937,19-01-2015,pip fruit
20532,2055,08-11-2015,sugar
20533,4362,08-05-2015,curd
20534,4716,01-03-2015,bottled beer
20535,4657,14-01-2015,yogurt
20536,3281,16-06-2015,frozen potato products
20537,3252,15-02-2015,mustard
20538,4410,05-10-2015,dessert
20539,4396,12-06-2015,salt
20540,3683,05-12-2015,other vegetables
20541,2493,07-08-2015,sliced cheese
20542,1788,15-04-2015,canned beer
20543,1846,18-05-2015,misc. beverages
20544,4685,04-11-2015,root vegetables
20545,2237,09-02-2015,margarine
20546,3755,28-09-2015,butter milk
20547,1280,12-08-2015,fish
20548,4019,06-08-2015,sliced cheese
20549,4875,03-10-2015,dessert
20550,3552,02-09-2015,other vegetables
20551,3134,07-06-2015,other vegetables
20552,4797,04-07-2015,root vegetables
20553,1443,04-03-2015,root vegetables
20554,2171,31-03-2015,rolls/buns
20555,4153,27-05-2015,meat
20556,2476,05-05-2015,root vegetables
20557,1550,14-05-2015,oil
20558,1885,25-12-2015,specialty bar
20559,2592,01-10-2015,soda
20560,4607,17-11-2015,soda
20561,3600,26-11-2015,whole milk
20562,2848,15-11-2015,pasta
20563,4160,19-04-2015,root vegetables
20564,2800,02-02-2015,other vegetables
20565,4882,31-10-2015,pickled vegetables
20566,1908,10-06-2015,female sanitary products
20567,2045,07-12-2015,grapes
20568,4728,15-02-2015,pip fruit
20569,4680,22-08-2015,yogurt
20570,4780,05-04-2015,other vegetables
20571,1107,06-05-2015,misc. beverages
20572,3329,21-02-2015,rolls/buns
20573,4122,24-04-2015,rolls/buns
20574,2690,04-11-2015,sugar
20575,2186,14-02-2015,soda
20576,4871,15-11-2015,cream cheese 
20577,1608,21-02-2015,hamburger meat
20578,1116,23-07-2015,bottled water
20579,1566,19-11-2015,bottled beer
20580,3629,13-04-2015,tropical fruit
20581,1835,01-04-2015,pip fruit
20582,1853,03-02-2015,butter milk
20583,1880,15-09-2015,soda
20584,2476,04-12-2015,whole milk
20585,1349,10-05-2015,shopping bags
20586,3284,28-01-2015,rolls/buns
20587,1660,26-07-2015,specialty chocolate
20588,1866,15-02-2015,bottled water
20589,1678,23-08-2015,whole milk
20590,2327,04-08-2015,bottled water
20591,4710,09-05-2015,root vegetables
20592,4563,27-06-2015,other vegetables
20593,4555,31-03-2015,pip fruit
20594,4160,12-06-2015,rolls/buns
20595,2006,08-12-2015,coffee
20596,3120,12-06-2015,grapes
20597,3750,28-02-2015,yogurt
20598,4985,26-12-2015,hard cheese
20599,2108,11-08-2015,yogurt
20600,2072,19-02-2015,root vegetables
20601,2391,27-06-2015,yogurt
20602,1047,04-01-2015,soda
20603,2464,19-07-2015,other vegetables
20604,2029,08-07-2015,rolls/buns
20605,3704,22-01-2015,mustard
20606,1807,18-12-2015,other vegetables
20607,2337,15-08-2015,hard cheese
20608,4614,24-10-2015,whole milk
20609,4105,29-05-2015,root vegetables
20610,2600,12-05-2015,fruit/vegetable juice
20611,4335,12-10-2015,bottled water
20612,4582,13-11-2015,other vegetables
20613,3306,29-12-2015,frozen vegetables
20614,4789,11-09-2015,shopping bags
20615,4744,20-01-2015,soda
20616,3029,31-05-2015,butter milk
20617,1144,28-01-2015,whipped/sour cream
20618,2273,27-11-2015,root vegetables
20619,1475,17-12-2015,canned beer
20620,1173,22-10-2015,rolls/buns
20621,2148,19-07-2015,hard cheese
20622,3334,03-05-2015,whole milk
20623,2200,10-10-2015,white bread
20624,3973,02-09-2015,hygiene articles
20625,2695,04-07-2015,UHT-milk
20626,3053,25-12-2015,chocolate
20627,2964,11-08-2015,tropical fruit
20628,2494,13-06-2015,butter
20629,1603,07-09-2015,domestic eggs
20630,1264,07-12-2015,semi-finished bread
20631,2809,10-04-2015,other vegetables
20632,3180,15-09-2015,domestic eggs
20633,4539,09-03-2015,bottled water
20634,2990,29-06-2015,canned beer
20635,1969,11-02-2015,frozen vegetables
20636,1191,08-08-2015,specialty chocolate
20637,2690,20-10-2015,soda
20638,3803,20-10-2015,pip fruit
20639,3999,19-04-2015,whipped/sour cream
20640,3677,30-11-2015,napkins
20641,1168,11-02-2015,UHT-milk
20642,1324,27-12-2015,salt
20643,3829,10-07-2015,chewing gum
20644,2664,20-09-2015,domestic eggs
20645,3002,22-01-2015,white bread
20646,4305,23-06-2015,other vegetables
20647,2633,14-02-2015,whole milk
20648,1120,14-01-2015,newspapers
20649,2870,25-02-2015,pastry
20650,2977,16-11-2015,pastry
20651,2135,25-01-2015,cream cheese 
20652,4460,12-07-2015,dessert
20653,2961,21-07-2015,white bread
20654,2109,24-09-2015,sugar
20655,1023,28-06-2015,yogurt
20656,2645,26-06-2015,processed cheese
20657,2910,04-12-2015,cat food
20658,3251,09-11-2015,rolls/buns
20659,2309,29-12-2015,shopping bags
20660,2553,21-06-2015,pip fruit
20661,4100,22-04-2015,pastry
20662,2580,17-11-2015,newspapers
20663,4628,10-12-2015,bottled beer
20664,1073,08-06-2015,pip fruit
20665,1459,18-07-2015,curd
20666,3752,21-08-2015,spread cheese
20667,4655,21-03-2015,pip fruit
20668,2484,20-06-2015,UHT-milk
20669,4990,15-03-2015,salty snack
20670,2356,02-02-2015,butter
20671,3476,21-04-2015,domestic eggs
20672,4643,25-01-2015,brown bread
20673,3287,02-02-2015,rolls/buns
20674,3468,14-11-2015,tropical fruit
20675,2779,27-12-2015,cake bar
20676,3811,11-05-2015,yogurt
20677,3122,13-10-2015,pip fruit
20678,2874,22-01-2015,bottled water
20679,3148,28-03-2015,UHT-milk
20680,4359,24-09-2015,newspapers
20681,4510,26-03-2015,pastry
20682,3298,28-04-2015,prosecco
20683,3285,12-07-2015,whipped/sour cream
20684,4752,11-02-2015,dessert
20685,4741,25-02-2015,whole milk
20686,3557,24-05-2015,whole milk
20687,4328,21-07-2015,tropical fruit
20688,1052,06-07-2015,yogurt
20689,1719,17-09-2015,other vegetables
20690,1360,05-02-2015,white bread
20691,1299,03-06-2015,salty snack
20692,4260,16-11-2015,margarine
20693,1785,15-07-2015,brown bread
20694,3835,06-01-2015,soda
20695,1720,05-12-2015,whole milk
20696,1872,05-04-2015,fruit/vegetable juice
20697,1406,23-03-2015,whipped/sour cream
20698,3560,29-09-2015,coffee
20699,4628,29-11-2015,yogurt
20700,2692,09-10-2015,UHT-milk
20701,4843,13-05-2015,whole milk
20702,4395,25-06-2015,whole milk
20703,1196,27-11-2015,rolls/buns
20704,1076,14-05-2015,butter
20705,3519,28-01-2015,whole milk
20706,1335,18-10-2015,yogurt
20707,4988,29-10-2015,other vegetables
20708,4437,20-10-2015,other vegetables
20709,2262,04-10-2015,hygiene articles
20710,4320,07-01-2015,canned beer
20711,1155,01-04-2015,pet care
20712,3101,17-12-2015,soda
20713,2433,19-10-2015,root vegetables
20714,2051,14-11-2015,whole milk
20715,3144,16-08-2015,curd
20716,2000,23-08-2015,hamburger meat
20717,2427,26-06-2015,UHT-milk
20718,2916,13-06-2015,domestic eggs
20719,1609,17-12-2015,chocolate
20720,2982,25-06-2015,yogurt
20721,1804,30-11-2015,whole milk
20722,4997,27-12-2015,curd
20723,2789,28-01-2015,other vegetables
20724,2512,23-04-2015,bottled water
20725,2641,01-03-2015,frozen fruits
20726,2102,10-05-2015,other vegetables
20727,2979,17-07-2015,ice cream
20728,3685,04-03-2015,dessert
20729,2918,11-10-2015,ice cream
20730,4640,31-01-2015,coffee
20731,1149,06-08-2015,chicken
20732,4608,05-01-2015,canned beer
20733,3794,26-11-2015,berries
20734,3014,04-11-2015,margarine
20735,2083,28-03-2015,whole milk
20736,1656,13-08-2015,whole milk
20737,1482,24-07-2015,cream cheese 
20738,3050,20-10-2015,sliced cheese
20739,3882,23-04-2015,other vegetables
20740,2618,03-12-2015,newspapers
20741,4888,13-02-2015,beverages
20742,2523,12-01-2015,semi-finished bread
20743,4633,14-04-2015,brown bread
20744,2440,02-03-2015,UHT-milk
20745,2100,05-07-2015,specialty cheese
20746,3691,12-02-2015,candy
20747,4499,06-05-2015,frozen vegetables
20748,2370,28-08-2015,chewing gum
20749,3831,14-10-2015,domestic eggs
20750,4744,28-10-2015,salty snack
20751,4919,12-03-2015,root vegetables
20752,4876,21-02-2015,soda
20753,1296,20-08-2015,hard cheese
20754,4845,28-08-2015,beef
20755,4606,13-03-2015,whole milk
20756,1438,26-02-2015,cream cheese 
20757,2777,24-05-2015,soda
20758,4220,10-08-2015,detergent
20759,1943,07-01-2015,other vegetables
20760,3535,01-09-2015,liquor (appetizer)
20761,2194,09-01-2015,dessert
20762,2326,29-11-2015,misc. beverages
20763,4189,07-04-2015,snack products
20764,1023,06-01-2015,rolls/buns
20765,3886,01-04-2015,butter milk
20766,1443,09-10-2015,cream cheese 
20767,1395,26-06-2015,root vegetables
20768,1291,14-01-2015,domestic eggs
20769,1374,10-03-2015,pip fruit
20770,4015,20-02-2015,soft cheese
20771,3009,18-02-2015,frozen vegetables
20772,2961,16-11-2015,mayonnaise
20773,3260,08-07-2015,whole milk
20774,1793,19-05-2015,white wine
20775,2985,05-01-2015,soda
20776,1205,14-03-2015,yogurt
20777,1116,08-10-2015,rolls/buns
20778,1633,09-08-2015,whole milk
20779,3600,30-07-2015,frozen vegetables
